name,RHip-LHip-horizontal,RHip-RKnee-RAnkle,RKnee-RAnkle-vertical,LHip-LKnee-LAnkle,LKnee-LAnkle-vertical
sample_7_ys.png,-8.160638385824996,173.36545195996501,6.598715787349931,165.5365608333905,4.628730667883929
