name,RHip-LHip-horizontal,Upper_Hip,RHip-RKnee-RAnkle,RKnee-RAnkle-vertical,LHip-LKnee-LAnkle,LKnee-LAnkle-vertical
sample_4_ks.png,1.569354804748997,L,25.606660988309073,28.673146489435,175.69038775285568,3.93017554572549
