name,RHip-LHip-horizontal,RHip-RKnee-RAnkle,RKnee-RAnkle-vertical,LHip-LKnee-LAnkle,LKnee-LAnkle-vertical
sample_5_hy.png,0,-174.8417220384235,5.198741075974766,179.9561958957584,0.0
