name,RHip-LHip-horizontal,Upper_Hip,RHip-RKnee-RAnkle,RKnee-RAnkle-vertical,LHip-LKnee-LAnkle,LKnee-LAnkle-vertical
sample_3_ni.png,0.6986943829834757,L,175.35080041185856,8.440365275506622,173.80219854280213,10.033120554331163
