name,RHip-LHip-horizontal,RHip-RKnee-RAnkle,RKnee-RAnkle-vertical,LHip-LKnee-LAnkle,LKnee-LAnkle-vertical
sample_1_ki.png,-8.287686207208978,175.71864921036948,0.0,46.465102199125425,38.543809398851664
