name,RHip-LHip-horizontal,RHip-RKnee-RAnkle,RKnee-RAnkle-vertical,LHip-LKnee-LAnkle,LKnee-LAnkle-vertical
f4d3bf84b32dcbedaa45605a506e9530aeec1220b3c7d842bef6aee52ce2a7ca9ff6048ce7e74ead7fa2e4e029bd29327fc7cc03f93051983c24f86b104ab568518cbc89da9bb06f4b1e5d3a27b3207d.png,-8.806792694435316,-155.67326027060537,15.115713188577956,-159.83716136234352,12.789072276326237
