name,RHip-LHip-horizontal,RHip-RKnee-RAnkle,RKnee-RAnkle-vertical,LHip-LKnee-LAnkle,LKnee-LAnkle-vertical
sample_2_kg.png,0,161.17345705831136,11.296002063520774,40.62834156313306,40.62834156313306
